    INFO: 2026-03-23 16:11:22,551:               log.py:   20: Logging to /Users/cbc/code/apps/sandbox/mdpdf.log
   DEBUG: 2026-03-23 16:11:23,948:      pdf_renderer.py:  470: printSegment: from a different payload (adaptive-claude-019), demonstrating context bleed across deliberation rounds. This is a
   DEBUG: 2026-03-23 16:11:23,949:      pdf_renderer.py:  470: printSegment: procedural failure that undermines Qwen
   DEBUG: 2026-03-23 16:11:23,949:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-23 16:11:23,950:      pdf_renderer.py:  470: printSegment: s verdict reliability. 
   DEBUG: 2026-03-23 16:11:23,953:      pdf_renderer.py:  470: printSegment: We accept this critique. The hallucination is
   DEBUG: 2026-03-23 16:11:23,954:      pdf_renderer.py:  470: printSegment: documented in the deliberation exhibit. Future iterations must implement stricter payload isolation in
   DEBUG: 2026-03-23 16:11:23,955:      pdf_renderer.py:  470: printSegment: reviewer prompts.
   DEBUG: 2026-03-23 16:11:23,955:      pdf_renderer.py:  470: printSegment: CI-4: Sample Size Disparity.
   DEBUG: 2026-03-23 16:11:23,960:      pdf_renderer.py:  470: printSegment:  145 adaptive payloads vs. 13,597 naive probes is insufficient for statistical claims
   DEBUG: 2026-03-23 16:11:23,960:      pdf_renderer.py:  470: printSegment: about rate differences. The 95% confidence interval around the 2.1% bypass rate is wide. 
   DEBUG: 2026-03-23 16:11:23,965:      pdf_renderer.py:  470: printSegment: We accept this critique.
   DEBUG: 2026-03-23 16:11:23,967:      pdf_renderer.py:  470: printSegment: We do not claim statistical significance for the delta. The bypass rate is reported as a point estimate with the
   DEBUG: 2026-03-23 16:11:23,967:      pdf_renderer.py:  470: printSegment: sample size prominently noted.
   DEBUG: 2026-03-23 16:11:23,968:      pdf_renderer.py:  470: printSegment: 9.2 Major Concerns Identified
   DEBUG: 2026-03-23 16:11:23,969:      pdf_renderer.py:  470: printSegment: MC-1: Single-Turn Adaptive (No Refinement Loop).
   DEBUG: 2026-03-23 16:11:23,969:      pdf_renderer.py:  470: printSegment:  The methodology tests a 
   DEBUG: 2026-03-23 16:11:23,969:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-23 16:11:23,970:      pdf_renderer.py:  470: printSegment: knowledgeable but lazy
   DEBUG: 2026-03-23 16:11:23,970:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-23 16:11:23,983:      pdf_renderer.py:  470: printSegment:  attacker
   DEBUG: 2026-03-23 16:11:23,993:      pdf_renderer.py:  470: printSegment: — one who receives the defense spec and generates payloads in a single pass. A truly adaptive adversary (per Graber et
   DEBUG: 2026-03-23 16:11:23,995:      pdf_renderer.py:  470: printSegment: al.) would generate, test against the defense, observe which tier caught the payload, and refine. This iterative
   DEBUG: 2026-03-23 16:11:23,996:      pdf_renderer.py:  470: printSegment: refinement likely achieves higher bypass rates. 
   DEBUG: 2026-03-23 16:11:23,998:      pdf_renderer.py:  470: printSegment: We accept this as the most significant limitation. An iterative
   DEBUG: 2026-03-23 16:11:23,999:      pdf_renderer.py:  470: printSegment: refinement protocol is planned (see Section 10).
   DEBUG: 2026-03-23 16:11:23,999:      pdf_renderer.py:  470: printSegment: MC-2: Commercial Refusal Framing.
   DEBUG: 2026-03-23 16:11:24,004:      pdf_renderer.py:  470: printSegment:  The finding that Gemini and Codex refused programmatic attack generation
   DEBUG: 2026-03-23 16:11:24,005:      pdf_renderer.py:  470: printSegment: but Gemini complied interactively may reflect prompt engineering or API constraints rather than fundamental safety
   DEBUG: 2026-03-23 16:11:24,006:      pdf_renderer.py:  470: printSegment: barriers. 
   DEBUG: 2026-03-23 16:11:24,009:      pdf_renderer.py:  470: printSegment: We soften the claim: the finding demonstrates that automated adaptive red teaming is harder with
   DEBUG: 2026-03-23 16:11:24,010:      pdf_renderer.py:  470: printSegment: commercial models, not that it is blocked by safety policy.
   DEBUG: 2026-03-23 16:11:24,010:      pdf_renderer.py:  470: printSegment: MC-3: DISPUTED as Cop-Out.
   DEBUG: 2026-03-23 16:11:24,013:      pdf_renderer.py:  470: printSegment:  In a security context, a payload that causes an agent to exfiltrate environment data
   DEBUG: 2026-03-23 16:11:24,014:      pdf_renderer.py:  470: printSegment: is a bypass regardless of whether a 7B model finds it 
   DEBUG: 2026-03-23 16:11:24,015:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-23 16:11:24,015:      pdf_renderer.py:  470: printSegment: plausible for documentation.
   DEBUG: 2026-03-23 16:11:24,016:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-23 16:11:24,017:      pdf_renderer.py:  470: printSegment:  The DISPUTED verdict should
   DEBUG: 2026-03-23 16:11:24,017:      pdf_renderer.py:  470: printSegment: be re-examined at frontier scale. 
   DEBUG: 2026-03-23 16:11:24,018:      pdf_renderer.py:  470: printSegment: Addressed by the Gemini frontier-scale re-examination (CI-2 response).
   DEBUG: 2026-03-23 16:11:24,019:      pdf_renderer.py:  470: printSegment: 9.3 What the Review Validated
   DEBUG: 2026-03-23 16:11:24,019:      pdf_renderer.py:  470: printSegment: The review affirmed three aspects of the methodology:
   DEBUG: 2026-03-23 16:11:24,020:      pdf_renderer.py:  470: printSegment:  1 
   DEBUG: 2026-03-23 16:11:24,020:      pdf_renderer.py:  470: printSegment: The programmatic attacker briefing generator (accurate threat model alignment)
   DEBUG: 2026-03-23 16:11:24,021:      pdf_renderer.py:  470: printSegment:  2 
   DEBUG: 2026-03-23 16:11:24,022:      pdf_renderer.py:  470: printSegment: The SEQ evasion vector taxonomy (high-signal structural gap identification)
   DEBUG: 2026-03-23 16:11:24,022:      pdf_renderer.py:  470: printSegment:  3 
   DEBUG: 2026-03-23 16:11:24,023:      pdf_renderer.py:  470: printSegment: The CaMeL-lite typed marker validation (window-overflow and padding-bypass resistance)
   DEBUG: 2026-03-23 16:11:24,023:      pdf_renderer.py:  470: printSegment: 10. Planned Improvements
   DEBUG: 2026-03-23 16:11:24,024:      pdf_renderer.py:  470: printSegment: Based on the independent review, the following improvements are planned for the next iteration:
   DEBUG: 2026-03-23 16:11:24,025:      pdf_renderer.py:  470: printSegment: 10.1 Naive Natural Language Baseline
   DEBUG: 2026-03-23 16:11:24,031:      pdf_renderer.py:  470: printSegment: Generate 500–1,000 naive natural language prompt injections (zero defense knowledge) and measure their detection
   DEBUG: 2026-03-23 16:11:24,032:      pdf_renderer.py:  470: printSegment: rate. This provides an apples-to-apples comparison with the adaptive natural language payloads, eliminating the
   DEBUG: 2026-03-23 16:11:24,033:      pdf_renderer.py:  470: printSegment: comparison confound.
   DEBUG: 2026-03-23 16:11:24,033:      pdf_renderer.py:  470: printSegment: 10.2 Iterative Refinement Loop
   DEBUG: 2026-03-23 16:11:24,049:      pdf_renderer.py:  470: printSegment: Implement a generate→test→observe→refine cycle: the attacker model generates a payload, the harness evaluates it, the
   DEBUG: 2026-03-23 16:11:24,062:      pdf_renderer.py:  470: printSegment: detection result (which tier caught it, which patterns matched, confidence score) is fed back to the attacker, and it
   DEBUG: 2026-03-23 16:11:24,062:      pdf_renderer.py:  470: printSegment: generates a refined attempt. 3–5 refinement rounds per payload. This tests a truly adaptive adversary.
   DEBUG: 2026-03-23 16:11:24,063:      pdf_renderer.py:  470: printSegment: 10.3 Frontier-Scale Cross-Examination
   DEBUG: 2026-03-23 16:11:24,067:      pdf_renderer.py:  470: printSegment: All bypass claims are reviewed by at least one frontier-scale model (Gemini, Claude, or GPT-4+) in addition to
   DEBUG: 2026-03-23 16:11:24,068:      pdf_renderer.py:  470: printSegment: open-weight reviewers. Reviewer prompts enforce strict payload isolation to prevent context bleed.
   DEBUG: 2026-03-23 16:11:24,068:      pdf_renderer.py:  470: printSegment: 10.4 Expanded Payload Count
   DEBUG: 2026-03-23 16:11:24,069:      pdf_renderer.py:  470: printSegment: Target 500+ unique adaptive payloads per model to improve statistical power. Deduplication applied before
   DEBUG: 2026-03-23 16:11:24,070:      pdf_renderer.py:  470: printSegment: evaluation.
   DEBUG: 2026-03-23 16:11:24,070:      pdf_renderer.py:  470: printSegment: 11. Limitations
   DEBUG: 2026-03-23 16:11:24,070:      pdf_renderer.py:  470: printSegment: 11.1 Model Scale
   DEBUG: 2026-03-23 16:11:24,086:      pdf_renderer.py:  470: printSegment: The open-weight attacking models (Mistral 7B, Qwen 2.5 7B) are small by current standards. Larger models (70B+,
   DEBUG: 2026-03-23 16:11:24,093:      pdf_renderer.py:  470: printSegment: or frontier models that do not refuse) may generate more creative evasion strategies. The 0% bypass rate from
   DEBUG: 2026-03-23 16:11:24,094:      pdf_renderer.py:  470: printSegment: Mistral and Qwen vs. 6% from Claude (a substantially larger model) suggests that model scale correlates with
   DEBUG: 2026-03-23 16:11:24,095:      pdf_renderer.py:  470: printSegment: evasion capability.
   DEBUG: 2026-03-23 16:11:24,095:      pdf_renderer.py:  470: printSegment: 11.2 Payload Count
   DEBUG: 2026-03-23 16:11:24,104:      pdf_renderer.py:  470: printSegment: 145 unique adaptive payloads (after deduplication from 168 raw) is sufficient for a first evaluation but below the
   DEBUG: 2026-03-23 16:11:24,106:      pdf_renderer.py:  470: printSegment: ideal threshold of 500+ for narrow confidence intervals on bypass rate estimates. Future iterations should target
   DEBUG: 2026-03-23 16:11:24,107:      pdf_renderer.py:  470: printSegment: larger payload sets with greater model diversity.
   DEBUG: 2026-03-23 16:11:24,107:      pdf_renderer.py:  470: printSegment: 11.3 Single-Turn Generation
   DEBUG: 2026-03-23 16:11:24,129:      pdf_renderer.py:  470: printSegment: Attack payloads were generated in a single turn — the model received the briefing and produced payloads without
   DEBUG: 2026-03-23 16:11:24,140:      pdf_renderer.py:  470: printSegment: iterative refinement based on detection results. A multi-turn adaptive attacker that generates, tests, observes
   DEBUG: 2026-03-23 16:11:24,143:      pdf_renderer.py:  470: printSegment: detection results, and refines would likely achieve a higher bypass rate. This represents a stronger threat model that
   DEBUG: 2026-03-23 16:11:24,144:      pdf_renderer.py:  470: printSegment: the planned iterative refinement protocol (Section 10.2) will address.
   DEBUG: 2026-03-23 16:11:24,144:      pdf_renderer.py:  470: printSegment: 11.4 Cross-Examination Model Scale
   DEBUG: 2026-03-23 16:11:24,157:      pdf_renderer.py:  470: printSegment: Initial cross-examination was performed by 7B models whose assessment capability was limited by scale. The Qwen
   DEBUG: 2026-03-23 16:11:24,163:      pdf_renderer.py:  470: printSegment: 2.5 7B hallucination (citing evidence from the wrong payload) is a documented procedural failure. Frontier-scale
   DEBUG: 2026-03-23 16:11:24,163:      pdf_renderer.py:  470: printSegment: re-examination addresses this gap but the 7B deliberation transcripts should be interpreted with this caveat.
   DEBUG: 2026-03-23 16:11:24,164:      pdf_renderer.py:  470: printSegment: 11.5 Comparison Confound
   DEBUG: 2026-03-23 16:11:24,181:      pdf_renderer.py:  470: printSegment: The naive baseline (garak probes) includes structurally different payload types (glitch tokens, encoding attacks,
   DEBUG: 2026-03-23 16:11:24,189:      pdf_renderer.py:  470: printSegment: suffix attacks) that are not represented in the adaptive payload set (predominantly natural language social
   DEBUG: 2026-03-23 16:11:24,191:      pdf_renderer.py:  470: printSegment: engineering). Direct rate comparisons between these populations are misleading. The planned naive NL baseline
   DEBUG: 2026-03-23 16:11:24,191:      pdf_renderer.py:  470: printSegment: (Section 10.1) will enable valid comparison.
   DEBUG: 2026-03-23 16:11:24,192:      pdf_renderer.py:  470: printSegment: 11.6 Static Snapshot
   DEBUG: 2026-03-23 16:11:24,193:      pdf_renderer.py:  470: printSegment: This evaluation tests a single version of CloneGuard
   DEBUG: 2026-03-23 16:11:24,193:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-23 16:11:24,196:      pdf_renderer.py:  470: printSegment: s defense specification at a point in time. Defenses evolve; so
   DEBUG: 2026-03-23 16:11:24,197:      pdf_renderer.py:  470: printSegment: do attack techniques. Adaptive evaluation should be repeated after significant defense changes.
   DEBUG: 2026-03-23 16:11:24,197:      pdf_renderer.py:  470: printSegment: 12. References
   DEBUG: 2026-03-23 16:11:24,197:      pdf_renderer.py:  470: printSegment:  1 
   DEBUG: 2026-03-23 16:11:24,198:      pdf_renderer.py:  470: printSegment: Graber, M., Billeter, S., Balunovic, M., 
   DEBUG: 2026-03-23 16:11:24,198:      pdf_renderer.py:  470: printSegment: &
   DEBUG: 2026-03-23 16:11:24,200:      pdf_renderer.py:  470: printSegment:  Vechev, M. (2025). Attacker Moves Second: Evaluating
   DEBUG: 2026-03-23 16:11:24,200:      pdf_renderer.py:  470: printSegment: the Robustness of LLM Safety Mechanisms Under Adaptive Attacks. 
   DEBUG: 2026-03-23 16:11:24,201:      pdf_renderer.py:  470: printSegment: ICLR 2025
   DEBUG: 2026-03-23 16:11:24,202:      pdf_renderer.py:  470: printSegment: . arXiv:2510.09023
   DEBUG: 2026-03-23 16:11:24,203:      pdf_renderer.py:  470: printSegment:  2 
   DEBUG: 2026-03-23 16:11:24,203:      pdf_renderer.py:  470: printSegment: Google DeepMind. (2025). Lessons from Defending Gemini. arXiv:2505.14534
   DEBUG: 2026-03-23 16:11:24,204:      pdf_renderer.py:  470: printSegment:  3 
   DEBUG: 2026-03-23 16:11:24,205:      pdf_renderer.py:  470: printSegment: Derczynski, L., Inie, N., Marzinke, L., et al. (2024). garak: A Framework for Security Probing Large
   DEBUG: 2026-03-23 16:11:24,205:      pdf_renderer.py:  470: printSegment: Language Models. arXiv:2406.11036
   DEBUG: 2026-03-23 16:11:24,206:      pdf_renderer.py:  470: printSegment:  4 
   DEBUG: 2026-03-23 16:11:24,206:      pdf_renderer.py:  470: printSegment: CloneGuard Security Model: 
   DEBUG: 2026-03-23 16:11:24,206:      pdf_renderer.py:  470: printSegment: docs/SECURITY.md
   DEBUG: 2026-03-23 16:11:24,207:      pdf_renderer.py:  470: printSegment:  5 
   DEBUG: 2026-03-23 16:11:24,207:      pdf_renderer.py:  470: printSegment: CloneGuard Testing and Validation: 
   DEBUG: 2026-03-23 16:11:24,208:      pdf_renderer.py:  470: printSegment: docs/TESTING-AND-VALIDATION.md
   DEBUG: 2026-03-23 16:11:24,208:      pdf_renderer.py:  470: printSegment:  6 
   DEBUG: 2026-03-23 16:11:24,209:      pdf_renderer.py:  470: printSegment: CloneGuard Mini-Semantic Model Architecture: 
   DEBUG: 2026-03-23 16:11:24,209:      pdf_renderer.py:  470: printSegment: docs/MINI-SEMANTIC-MODEL.md
   DEBUG: 2026-03-23 16:11:24,209:      pdf_renderer.py:   53: 0, [1, 'Adaptive Red Team Methodology for AI Agent Security Tools', 1, 68.0]
   DEBUG: 2026-03-23 16:11:24,209:      pdf_renderer.py:   53: 1, [2, 'Abstract', 1, 106.0]
   DEBUG: 2026-03-23 16:11:24,209:      pdf_renderer.py:   53: 2, [2, '1. Motivation', 1, 265.6]
   DEBUG: 2026-03-23 16:11:24,209:      pdf_renderer.py:   53: 3, [3, '1.1 The Case for Adaptive Evaluation', 1, 298.8]
   DEBUG: 2026-03-23 16:11:24,209:      pdf_renderer.py:   53: 4, [3, '1.2 Gap in Current Practice', 1, 435.59999999999997]
   DEBUG: 2026-03-23 16:11:24,209:      pdf_renderer.py:   53: 5, [3, '1.3 Naive vs. Adaptive Adversaries', 1, 530.4]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 6, [2, '2. Threat Model', 1, 691.5999999999999]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 7, [3, '2.1 Attacker Knowledge Levels', 2, 72.0]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 8, [3, '2.2 What ', 2, 166.8]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 9, [3, '2.3 Scope Boundaries', 2, 387.6]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 10, [2, '3. Multi-Model Ensemble Red Team', 2, 584.8]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 11, [3, '3.1 Rationale', 2, 617.9999999999999]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 12, [3, '3.2 Model Selection', 3, 128.4]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 13, [3, '3.3 Commercial Model Safety Guardrails', 3, 295.2]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 14, [3, '3.4 Isolation Protocol', 3, 431.99999999999994]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 15, [2, '4. Attacker Briefing Generation', 3, 647.1999999999998]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 16, [3, '4.1 Programmatic Extraction', 4, 72.0]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 17, [3, '4.2 Why Programmatic Extraction Matters', 4, 238.8]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 18, [2, '5. Evaluation Framework', 4, 364.0]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 19, [3, '5.1 Phase 1: Naive Baseline (garak)', 4, 397.2]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 20, [3, '5.2 Phase 2: Adaptive Evaluation', 4, 635.9999999999999]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 21, [3, '5.3 Cross-Examination Protocol', 5, 272.4]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 22, [3, '5.4 Phase 3: Behavioral Sequence Testing', 6, 254.39999999999998]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 23, [2, '6. Delta Analysis', 6, 661.5999999999999]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 24, [3, '6.1 Core Metric', 7, 72.0]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 25, [3, '6.2 Interpretation', 7, 142.8]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 26, [3, '6.3 Structural Limits vs. Fixable Gaps', 7, 351.6]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 27, [2, '7. Commercial Model Safety Guardrails Finding', 7, 548.8]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 28, [2, '8. Reproducibility', 8, 146.8]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 29, [3, '8.1 Artifacts', 8, 180.00000000000003]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 30, [3, '8.2 Requirements', 8, 376.8]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 31, [3, '8.3 Approximate Runtime and Compute', 8, 477.59999999999997]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 32, [2, '9. Independent Methodology Review', 8, 602.8]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 33, [3, '9.1 Critical Issues Identified', 8, 689.9999999999999]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 34, [3, '9.2 Major Concerns Identified', 9, 368.4]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 35, [3, '9.3 What the Review Validated', 9, 559.1999999999999]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 36, [2, '10. Planned Improvements', 9, 654.3999999999999]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 37, [3, '10.1 Naive Natural Language Baseline', 9, 705.5999999999998]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 38, [3, '10.2 Iterative Refinement Loop', 10, 128.4]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 39, [3, '10.3 Frontier-Scale Cross-Examination', 10, 199.20000000000002]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 40, [3, '10.4 Expanded Payload Count', 10, 258.0]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 41, [2, '11. Limitations', 10, 317.2]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 42, [3, '11.1 Model Scale', 10, 350.4]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 43, [3, '11.2 Payload Count', 10, 433.19999999999993]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 44, [3, '11.3 Single-Turn Generation', 10, 503.9999999999999]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 45, [3, '11.4 Cross-Examination Model Scale', 10, 586.7999999999998]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 46, [3, '11.5 Comparison Confound', 10, 657.5999999999998]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 47, [3, '11.6 Static Snapshot', 11, 98.4]
   DEBUG: 2026-03-23 16:11:24,210:      pdf_renderer.py:   53: 48, [2, '12. References', 11, 157.60000000000002]
